Cliente,Cred_perd,Cred_PF,Electronico,Monto_prom,Saldo,Ing_tot
840868,0,2,9,2335.216098,267.9576337,11676.08049
702050,1,0,12,1382.508961,713.0153276,1382.508961
858171,0,1,21,2192.794722,818.0327402,4385.589445
619644,0,2,22,1535.10124,13.54680777,4605.303721
850504,1,1,5,1345.551464,288.3340335,21
702555,0,0,3,1619.769722,968.4645887,13
767367,0,0,2,885.4125973,680.0886232,0
819958,1,0,17,1088.027956,797.09875,-38
729703,0,0,5,1209.193516,383.9861638,12
588339,0,0,16,534.985418,0,39
663441,0,0,3,513.5396426,0,1027.079285
745646,1,1,18,501.7279652,988.2448773,10
839666,0,0,14,500.9473257,896.2526758,47
563596,0,0,6,511.2051201,135.9917164,46
832957,0,1,11,1690.615815,784.9962066,3381.23163
842796,1,2,21,1061.31176,1530.792877,1061.31176
787954,0,2,6,1816.386257,508.4443641,3632.772515
594273,2,2,13,1416.974376,144.9017139,7
621236,1,1,19,1479.003657,17.2530691,-13
667533,0,1,12,1558.82911,46.04241082,28
671286,1,1,21,1555.351379,131.7704755,1555.351379
745495,2,0,19,1569.887683,880.711926,-86
776109,2,2,17,1713.317029,533.0427429,-85
825977,2,2,4,498.0046985,696.4258777,-40
617426,0,1,7,1342.621481,0,3
621544,2,1,23,1617.463036,0,1617.463036
588704,0,0,2,2316.29043,78.54450745,31
850661,0,2,7,2344.327242,764.6663805,7032.981726
702153,0,0,15,1158.937271,117.374096,4635.749084
728582,0,0,18,1565.360691,1310.337839,11
814926,1,1,5,1396.963489,1450.343322,1396.963489
569048,0,1,18,580.4248081,112.0842526,1
820020,0,1,10,420.6452447,794.1716156,44
741545,1,0,16,1174.570295,470.6220001,2349.140589
752381,1,1,14,552.9259553,602.8600653,-72
772763,0,2,7,1899.90743,824.0228812,5699.722289
672546,0,0,10,1626.570916,28.81279762,6506.283665
856823,0,0,19,466.5790723,687.8125858,933.1581446
634562,0,1,4,1595.669465,43.85658939,27
577801,0,0,7,1725.442549,46.85808013,26
672890,0,1,4,1405.271747,124.9246949,22
778493,0,1,3,1854.932859,731.3778919,33
846673,2,4,10,1505.210851,459.2144332,3010.421702
823254,0,1,17,1365.800292,873.9829468,4
650115,2,3,10,1520.106977,112.3716446,1520.106977
715760,0,0,15,1548.554191,1164.192272,3097.108383
777320,0,0,18,1930.015555,802.9744693,3860.031111
745440,0,2,21,1340.546316,1011.866531,2681.092632
787646,0,1,19,1480.412042,466.0469818,2960.824085
854043,0,0,3,1925.369529,253.4031505,3850.739058
844941,1,4,21,1440.223913,565.9103869,4320.671739
809173,0,0,18,1981.290774,484.914461,9
717148,0,0,11,499.4600437,1246.286779,38
576970,0,0,19,471.7484759,0,5
706825,0,0,11,1293.417634,512.2151581,1
823982,0,1,4,1289.173312,626.2644661,28
740986,0,2,4,1802.659928,944.663074,3605.319856
853402,1,3,4,1652.721137,745.8151283,3305.442274
864426,0,6,14,1381.731717,1515.583881,9672.122019
711678,1,2,14,1814.872582,1087.440123,1814.872582
631244,2,3,16,1470.269735,0,2940.53947
813974,3,1,16,1542.112122,741.1365108,3084.224244
648493,1,1,6,1572.034382,0,-41
760564,1,1,17,1608.32852,985.3305094,1608.32852
801869,1,0,14,1812.819658,1459.077978,1812.819658
835136,0,1,11,1311.003236,689.9122754,2622.006473
783143,0,0,3,489.6689115,1276.552631,979.3378231
658148,0,0,16,1386.96497,98.74815741,39
664019,0,1,21,467.2608371,41.37780898,45
574220,0,0,7,1676.979973,50.49269468,6707.919891
605272,1,0,13,1016.478237,135.7955871,1016.478237
786797,0,0,7,1296.616314,1252.574001,2593.232629
846833,1,1,1,1399.302708,171.9849212,49
693804,1,1,11,1884.039162,0,32
710158,1,0,7,1062.201279,447.4947689,-48
728416,0,1,8,1756.718841,681.5997181,8
574789,1,2,7,1998.312633,96.63604068,3996.625267
563176,0,1,6,462.5602979,103.8701285,925.1205959
785893,1,2,11,1336.2875,205.8828149,2672.575
779584,1,2,4,1634.725742,1115.086507,1634.725742
831633,0,1,13,1522.592591,703.0677265,3045.185182
851332,1,5,17,1739.118362,880.2145561,8695.591809
826693,1,2,8,463.0876519,707.3935467,463.0876519
864172,1,0,9,1399.407747,136.7887864,-70
678221,0,1,9,435.2400635,0,11
753203,0,2,4,1850.465488,463.817288,5551.396463
742784,1,1,10,568.6798832,733.98469,49
755010,2,2,20,1434.421527,888.3737493,-95
814252,1,1,4,1824.848538,654.1588197,-88
630265,2,2,16,527.2099875,145.2821898,-38
751964,0,1,7,551.0963073,997.215514,42
791362,0,1,2,1447.199691,659.725091,45
662396,0,6,25,1476.906796,188.123976,10338.34757
705547,0,1,7,1606.96365,954.7756595,4820.890951
714923,0,0,21,1777.934292,1000.015469,5333.802875
781466,0,0,7,1621.891817,1384.589486,16
812605,1,3,22,1759.836434,761.7208595,3519.672867
855415,3,2,17,1921.201554,375.6846399,-82
585459,0,0,20,1054.368646,157.2340818,17
609588,0,0,6,440.2945833,115.8114156,22
803452,0,1,19,539.8273404,485.6885131,40
798352,1,1,9,465.3320648,496.6824896,35
618731,0,1,8,475.4444516,0,950.8889032
719320,2,2,13,1574.401432,1000.142895,1574.401432
784373,0,0,10,1977.524968,594.2400512,38
788997,1,1,12,485.9071205,959.8717232,43
649548,0,1,4,555.0896278,0,27
879916,2,5,23,1252.753525,1098.448943,3758.260576
734378,1,0,21,515.7013341,965.2554946,-1
772110,2,1,16,1897.221662,897.4948282,-59
713618,2,1,6,1282.440518,1542.695197,-88
737007,1,1,7,1709.124767,574.0418343,-57
674081,0,1,4,1644.619024,37.54397608,3289.238049
780290,0,1,17,1705.371265,653.5333453,3410.742531
837840,0,1,16,1150.112026,734.2161734,8050.784184
845845,0,1,13,500.3364184,549.0176644,1000.672837
635859,0,1,6,514.1954695,183.7819679,4
589279,0,0,2,1752.109872,0,49
857343,0,2,2,1853.811345,854.8886896,3707.622691
821184,0,0,19,509.0883584,799.4307652,10
609766,1,1,9,1981.979027,90.34743193,1981.979027
841717,0,0,9,495.0328311,409.2979709,5
703347,0,1,19,508.5060675,710.6853853,41
781998,1,6,11,1305.661148,598.4693955,7833.966888
757162,1,2,18,570.1029398,669.745474,570.1029398
670609,1,1,14,1316.168747,0,29
676610,1,0,3,1100.95075,0,20
706928,0,0,13,2206.230582,347.6598198,26
740285,1,0,7,1529.321623,284.0969025,15
742065,0,1,20,1219.024337,1348.28865,3657.073012
806770,0,0,12,2054.338525,95.8356877,37
685863,0,1,3,504.4606651,0,11
603634,0,0,17,1875.268077,187.174615,26
682554,0,0,20,1422.50469,0,42
788979,1,3,10,1239.533217,608.7315055,2479.066434
672461,0,2,5,1463.613687,79.92753499,2927.227375
744313,0,1,3,1559.118823,1525.978921,22
624509,1,0,18,452.9901847,122.7897118,18
644936,1,1,4,494.3255796,139.6615083,-33
672667,0,0,20,485.2094104,50.3784972,970.4188209
788719,0,1,19,1533.216027,-37.16555195,3066.432055
682189,0,0,18,1433.911144,11.94759812,27
720027,0,1,16,1116.37749,1210.652132,38
633743,0,1,18,492.5871341,129.8136672,42
735571,0,1,3,1877.547999,575.8336884,6
774767,0,1,6,1515.50808,588.5763994,11
656676,0,0,17,524.5537775,0,1049.107555
627573,1,1,2,473.8042062,6.491970946,-69
709545,0,0,1,1624.696806,1296.567663,33
618777,1,1,18,2139.453863,19.49875511,2139.453863
636100,1,0,1,473.8907302,0,47
783116,1,1,19,1489.28786,1597.48491,8
817495,0,0,13,481.3245489,639.4381261,962.6490979
831491,1,1,5,1457.6009,519.4217192,-77
831932,1,1,10,1579.25977,1504.758357,41
758909,1,1,16,482.2242121,510.3329336,-91
677046,1,0,21,2042.115337,112.1262988,2042.115337
834625,2,1,5,1324.918388,399.4290799,-4
837288,1,0,14,1525.257782,521.235797,-37
613727,0,3,10,1492.597141,96.05939272,4477.791423
816144,0,1,21,1929.050341,1215.579515,7
654337,1,0,13,542.0777441,152.9402079,-90
798978,0,0,10,540.1104258,445.9554853,0
683065,0,2,2,2071.250881,0,4142.501762
704250,3,0,21,1477.660958,663.1455029,3
790981,1,1,11,1951.254955,1019.906576,1951.254955
848686,0,2,10,1826.677329,-71.81925046,3653.354658
650209,0,2,10,511.5214258,0,1023.042852
819015,0,2,9,1561.504332,1466.893118,4684.512996
649575,0,1,22,524.0388396,64.16641781,1048.077679
843672,0,0,1,561.2752628,1224.715206,2
767796,0,1,8,552.4599066,942.2804889,19
817758,0,0,16,1964.908217,1317.170668,48
758646,0,0,6,1470.853145,452.0364544,2941.70629
786005,1,0,7,1675.942679,861.7187552,-47
844277,1,0,21,1686.732418,733.6558933,-9
854025,1,1,8,1771.365864,1173.308679,7085.463458
692852,1,0,19,1823.463074,0,3646.926148
823852,2,0,14,1621.809037,1309.060585,1621.809037
618254,0,1,13,1607.433014,0,5
661054,0,0,22,1129.694792,0,2259.389584
691828,1,1,8,508.3279625,127.2248309,-34
669023,2,1,4,486.1534446,0,-51
641494,1,1,11,488.967832,109.2110853,7
644280,0,0,17,553.2309378,87.41298208,19
800563,1,1,4,1895.110738,440.9384162,-31
638355,1,1,18,1405.872307,110.3123386,3
704821,1,1,19,1788.487567,562.2747889,-68
740753,1,1,4,1212.491181,1562.146704,-6
757818,1,1,11,1453.577265,322.4348364,-100
743343,1,1,16,493.0079911,1295.974861,493.0079911
699682,1,1,5,1955.065898,158.5279968,1955.065898
767086,0,0,15,1575.140975,1020.032559,3150.28195
796826,0,0,8,1411.954845,1102.708911,2823.909691
830917,1,2,14,1780.182683,1273.885266,5340.548048
635774,0,0,9,1549.530272,151.9391052,3099.060543
855750,0,1,16,476.4738457,455.9044261,4
618076,0,0,3,2094.723841,24.72440299,40
715939,1,1,2,494.3446127,1083.892,-3
699002,0,0,20,505.015855,25.52496995,1010.03171
872458,0,3,7,1281.935308,656.4566725,3845.805923
815316,1,1,20,498.5081503,739.883059,10
828866,0,4,8,1370.966196,955.6347557,5483.864784
661205,0,0,8,1485.3004,0,45
761897,0,1,2,1830.530881,1055.450141,11
698966,0,0,17,2042.611509,0,34
605900,0,1,14,2632.569023,0,14
632102,0,0,13,468.7311734,178.4324864,22
838276,2,1,11,486.5544786,133.4149709,35
726609,0,0,3,1646.14473,874.1143024,16
673990,1,2,11,1409.732874,91.88645414,2819.465748
618795,0,0,1,1560.368824,0,13
626455,1,0,10,1775.197162,0,11
693998,0,0,14,1967.341055,0,3934.68211
868189,0,1,19,1756.705858,1477.465201,3513.411716
664699,1,0,10,1676.577019,105.7340867,10
677158,1,0,13,1635.94719,9.176111509,-70
677961,1,0,5,1825.159032,0,-6
730549,1,1,3,1671.857075,937.5828588,-4
779445,0,1,6,1331.782688,459.7178887,3995.348064
811998,1,1,16,2184.120109,1259.821116,-82
806350,1,1,21,509.7061542,1188.926119,509.7061542
758310,1,1,21,469.3916268,1253.852204,8
657794,0,0,1,2029.32982,53.05434401,49
804114,1,2,20,446.7795269,1125.484721,446.7795269
828017,0,0,14,485.9632621,836.3464642,50
606046,0,1,22,1821.190188,0,10927.14113
640778,1,1,13,1101.716583,24.88587298,-32
670140,1,0,1,1853.498356,0,-54
698836,1,0,5,1459.195931,0,1459.195931
709442,1,0,13,1642.376778,715.0435198,-28
773171,0,0,12,518.0738811,946.8386317,16
829452,1,1,11,1651.158135,183.0437941,-85
832096,1,1,20,1689.709226,88.68272591,24
859020,1,1,15,1485.746004,1101.399558,1485.746004
679572,0,2,13,1497.667429,79.62742437,2995.334858
752653,1,1,19,499.3094495,2.127164354,49
752662,1,1,12,1352.766385,1597.76952,1352.766385
753838,1,0,13,412.1125904,460.805315,-3
842620,0,1,9,539.4233022,1418.693055,1078.846604
790440,0,2,6,1650.793178,596.9422333,3301.586356
860101,0,2,5,1823.261991,239.0083786,3646.523982
714688,1,0,24,1424.17059,1212.67719,4272.511771
851761,0,2,4,1693.471451,469.0578291,5080.414352
632960,0,1,17,1362.705045,0,32
664783,1,1,20,1665.751998,60.12468529,3331.503995
602785,0,1,10,496.1956412,155.1907265,33
582113,1,0,17,1551.159579,87.40241904,1551.159579
679778,0,2,10,1603.604003,0,3207.208006
829368,0,2,19,1311.930133,1123.053001,3935.7904
682581,1,1,14,510.2359223,0,-3
592411,0,1,1,1816.403913,33.63986741,41
802026,1,1,18,1997.900542,1339.836756,5993.701627
814065,0,1,5,2061.751668,709.1543468,6185.255005
711089,0,1,13,460.186095,1334.052953,47
757443,0,0,8,516.8962636,589.2674782,17
772866,0,1,10,1521.39008,1387.001358,5
793432,0,2,15,1262.76087,1333.340395,2525.52174
623520,0,1,4,1305.356684,0,47
769642,0,0,11,1477.916958,205.2854054,10
818102,0,2,18,1719.147318,689.6245336,3438.294636
650441,1,0,6,1418.778126,0,1418.778126
609681,0,0,11,1604.032385,0,3208.06477
654663,0,0,7,459.7361586,175.2634367,919.4723173
777151,0,0,22,1772.109069,505.4378954,3544.218138
700609,0,0,19,1837.708479,1564.350896,6
674791,1,1,13,473.5713842,119.6376605,-77
762670,1,1,5,470.1239075,987.0169515,11
671736,1,1,12,520.3051798,71.24016611,520.3051798
689357,0,0,18,1536.722687,113.4140888,3073.445374
703879,0,1,16,1277.856235,-160.0232473,2555.71247
718565,2,0,14,1262.319605,1965.362572,1262.319605
803676,1,3,21,1388.743284,538.7338196,2777.486569
569178,0,1,9,1788.128003,62.45177363,3576.256007
631392,0,0,20,1591.110787,115.2845436,3
761860,1,0,13,1395.145041,1103.854586,1395.145041
834214,1,1,3,1993.359773,689.8165348,-38
754264,0,0,20,1285.466707,484.4232735,2570.933415
784935,0,1,21,1688.917179,764.2083815,36
806453,0,2,13,1294.144659,663.0921568,2588.289317
641748,0,0,4,470.001827,0,33
792257,0,1,3,480.4731568,1192.343104,50
685836,2,0,9,1749.17573,0,16
823423,0,0,4,1313.042056,711.4474416,2626.084112
827579,1,1,16,524.8051401,602.2520232,524.8051401
877743,0,0,21,523.6394319,276.8125405,1047.278864
761114,1,0,22,1094.494296,1154.188839,1094.494296
760519,1,2,11,1828.792458,348.1587921,1828.792458
793722,0,1,19,1397.471196,828.4953439,21
807852,0,1,10,2330.002475,48.52791986,6990.007424
568939,0,0,2,425.9409066,0,23
658942,0,0,5,2096.726253,107.9212286,31
604837,0,1,20,526.2825674,14.62021599,43
711717,1,1,6,506.5882226,289.7846326,506.5882226
646088,0,2,5,1823.731238,0,3647.462477
676601,0,1,9,2417.478776,85.90677876,41
679527,0,1,3,1551.199615,199.4073256,27
822202,1,0,1,1770.723645,1320.385541,-76
826170,1,2,14,2081.250588,449.2031788,2081.250588
849094,0,0,15,1460.29445,712.3933105,2920.588901
797814,1,2,12,1849.856763,1252.276809,1849.856763
769026,0,0,17,1651.716984,685.1356266,42
664206,1,1,8,512.3995764,0,-48
796107,1,1,7,1636.155235,167.1217307,-82
850483,0,4,15,1448.687953,601.8466646,5794.751813
719142,0,2,19,1779.111157,716.4320607,7116.44463
750332,0,0,15,492.8636613,841.2478744,985.7273227
759036,0,1,3,1345.214199,857.8507926,18
702407,0,0,4,505.8746031,1031.021094,29
781019,0,1,1,1945.066277,1189.343425,13
757528,2,2,10,1668.838653,378.1803026,33
748094,0,0,10,1465.82546,89.35984771,2931.650921
649100,0,1,4,1152.754696,183.462741,24
807526,1,0,12,1736.737943,1022.425404,3473.475886
685304,1,0,12,1211.947856,0,-90
717081,0,0,1,1813.251652,637.3584003,38
639400,0,1,15,1668.631898,12.32662051,5
769455,0,2,17,502.2368874,905.9972383,1004.473775
819976,1,2,6,491.7055502,1183.496409,491.7055502
672920,1,1,9,465.4171554,0,39
622813,0,0,4,1695.551194,8.408430476,13
766623,1,2,14,1758.127685,739.9618706,3516.255371
754303,0,1,21,1537.116958,1095.460368,15
727594,1,0,5,1782.839957,285.3171372,0
811206,0,2,5,2088.524718,808.6333401,6265.574155
849982,1,0,11,1360.571762,461.425717,-14
831820,1,1,14,2076.201355,1133.252489,-94
709376,0,0,17,514.9974451,800.5095798,1029.99489
818429,0,1,17,1526.896445,853.9330954,3053.792891
827999,1,2,6,1754.254146,122.410444,1754.254146
773676,1,2,11,1086.31576,1254.598537,3258.94728
735955,0,0,3,523.2601629,839.011447,6
811541,0,3,18,1488.496094,1545.749362,4465.488283
631842,0,0,15,1206.211246,0,17
748599,1,1,6,530.5191271,674.803479,47
809922,0,0,17,553.5684832,829.9901699,46
857334,1,2,11,1897.8871,402.4692205,3795.7742
864994,1,5,20,1624.210343,812.1988367,12993.68274
595524,0,0,1,1971.509433,0,0
819136,1,2,3,475.8533028,1244.766962,475.8533028
721798,0,2,21,2050.37473,1249.183857,6151.124189
873259,0,4,14,980.8631407,1268.795372,3923.452563
618227,0,0,13,1366.579387,5.104593775,4099.738161
869225,1,1,21,1727.385241,504.5588904,8636.926206
706571,1,0,18,528.3391323,397.938486,-1
855134,0,1,20,1674.111547,1074.787819,10044.66928
845706,0,0,17,512.3870076,1283.276945,15
837765,1,0,9,514.7761682,271.199415,-28
638588,0,1,10,469.9126994,0,46
677091,0,1,17,1606.04363,0,16
754040,0,0,21,1353.778048,811.4509138,16
803407,0,0,3,519.4452572,-592.1394331,40
832993,2,4,14,978.5093774,1098.768109,1957.018755
831017,3,5,14,1607.37224,393.3491439,9644.233439
839581,1,1,12,527.106162,1206.25602,43
844156,0,1,22,1883.281251,521.0822135,3766.562502
853783,1,0,17,1530.368472,869.7455708,4591.105415
808514,0,0,17,2284.684487,160.5593866,4569.368974
672863,1,0,7,1850.168659,102.5509904,3700.337319
732963,1,0,3,1594.89497,659.0120708,-43
845386,0,1,6,1159.954488,423.0697363,27
718903,0,1,6,1480.47451,885.7898651,37
561882,1,0,9,2170.509411,88.21609859,2170.509411
746942,0,1,13,2019.67652,1045.292841,46
887377,1,5,14,1772.12777,2381.119924,7088.511081
743679,0,1,1,511.8851463,127.8882815,1
846084,0,0,18,2160.324956,247.7184481,21
602114,0,0,12,1664.727866,0,3329.455732
673244,2,2,13,1650.306329,0,-28
697044,1,2,6,1441.236851,111.2245623,1441.236851
844978,1,0,17,477.3269348,923.6937383,-63
565732,0,0,18,1795.094916,0,3590.189832
844969,0,1,19,539.7503533,466.113346,1079.500707
717979,0,0,19,1543.268753,161.2747078,49
816135,0,1,10,1486.92496,857.1915029,4460.774881
596101,1,1,21,1857.231074,27.84143619,3714.462149
755805,1,1,13,1737.381355,1047.565116,-85
758150,0,0,15,434.5925583,715.2059146,47
767590,0,0,6,1580.870404,1515.57102,6323.481615
833954,0,1,17,1382.148123,1174.88231,5528.592491
660703,0,2,10,1867.30977,143.4414672,3734.619539
670793,0,0,7,1365.023634,0,28
848332,0,0,20,1437.882676,996.7638786,2875.765352
850568,1,3,16,1826.899483,524.44256,3653.798967
863111,0,5,25,1401.854534,566.6083878,7009.272671
854258,0,1,9,1173.459896,448.4043283,3
584340,2,2,5,1613.811148,0,48
592822,1,0,21,1361.892897,0,3
602963,1,0,11,1899.928859,135.1200121,1899.928859
610173,2,0,9,1375.544355,97.04647015,-55
614265,1,1,6,1596.050934,0,1596.050934
614582,1,0,14,1370.34856,3.611520594,1370.34856
627621,2,1,15,1269.052114,71.50961379,-89
641131,1,1,21,1441.667168,0,1441.667168
678436,0,0,4,1444.02329,94.95869595,2888.046579
709554,2,1,19,1783.37539,1009.638722,40
726645,0,0,15,1954.384394,593.5421391,3908.768789
738107,1,0,9,1837.082616,99.65757586,1837.082616
741871,1,1,3,1698.895289,641.7334515,1698.895289
759447,1,2,20,1543.02333,662.6468716,1543.02333
779678,2,2,4,1359.519923,746.4048778,-73
787486,1,1,7,539.0252109,737.4017162,-46
792396,0,0,9,1649.383381,682.3831151,3298.766762
802352,2,2,18,1614.948732,1651.541436,26
808916,2,2,14,2658.632873,492.2176455,-72
823656,1,1,6,1927.284157,522.0872383,-20
851864,0,0,22,1406.304435,720.7287391,4218.913304
694137,0,1,2,1471.159438,0,41
601304,0,2,4,1468.90314,165.8350996,2937.806281
767228,0,0,4,1419.612415,915.8633791,33
778130,0,0,12,518.5863306,366.6247045,19
778372,0,0,22,463.6131653,600.3178308,927.2263306
640620,2,0,20,2102.960397,0,36
833815,0,0,13,1698.141378,911.4203566,50
615280,1,1,13,1507.771515,0,-98
615495,1,1,20,2173.686955,99.19246553,-79
623454,1,0,18,1955.308497,0,15
624590,1,1,20,1979.931564,26.86745378,-42
626606,1,0,16,914.8910134,25.31383936,-100
630603,1,0,7,1516.543643,0,25
632568,1,1,7,1664.941235,81.25167456,-17
641104,1,1,16,1759.268675,0,29
641690,1,1,2,1816.635042,0,-48
657534,0,0,4,1263.112089,0,3
665119,0,1,15,506.446781,0,12
669069,0,0,17,1892.959115,0,39
672809,0,0,8,1706.869974,0,50
679862,0,0,8,1606.433807,90.8416467,23
681052,0,0,11,1710.076816,0,5
683421,1,1,20,1543.564758,90.26177388,-18
688239,1,1,10,1864.018805,84.53082464,7456.075218
690456,1,1,15,1360.462494,0,2
690960,1,1,16,2004.387462,170.9254559,7
691873,1,1,12,1771.302525,0,-10
698069,1,0,2,1896.802594,0,13
700869,1,0,3,1642.52013,289.1967856,-11
701352,1,0,1,1620.207713,1747.071176,44
701905,1,1,18,1764.482714,165.3750986,-16
707251,0,0,14,1960.038379,434.1505751,29
707895,1,1,8,1149.832095,698.3360281,-27
709705,0,0,13,1141.293455,824.5506982,2282.58691
711119,1,1,11,1706.034039,609.3985677,-93
711810,1,0,14,1971.65202,753.7410835,18
712675,1,0,14,1581.179332,1046.571557,47
713421,1,0,8,1581.902009,954.4453297,-92
714286,1,0,7,2498.065758,420.8760908,-85
716141,1,0,11,1425.231986,665.1218353,-40
718949,1,0,20,1765.609775,626.2597391,-43
719160,1,1,9,1492.226992,1549.273769,9
721266,1,0,4,1470.714202,858.9339736,43
728322,1,0,7,1469.772128,312.0205285,-58
729589,1,1,10,1994.552135,1929.827295,-27
732981,1,1,11,1458.504155,1740.034608,-68
736411,0,0,11,1530.953594,585.9441487,0
738590,1,0,16,1470.636043,536.8709993,-98
740481,1,1,2,1227.653309,133.8400212,46
742421,1,1,12,1509.816561,566.0818413,31
742609,1,1,7,1387.440742,1101.607903,11
746492,1,1,1,1546.914625,1456.809148,-68
747921,1,1,15,1393.087326,876.8532049,-52
749402,1,1,19,1666.990392,745.0832828,-97
751478,1,1,16,1827.863477,813.8593065,22
762009,1,0,8,1636.628744,859.7197953,-94
769978,1,1,9,1775.941075,1086.78625,-6
770808,1,1,12,1911.288639,369.908942,-37
772286,1,0,19,1304.959657,536.3834835,-69
773416,1,1,20,1200.677164,941.4408046,-25
774897,1,0,9,1691.420037,412.4657804,-65
778662,0,0,19,1016.492899,355.0274303,39
788821,1,0,5,1075.173486,1325.035246,15
801159,1,1,18,1619.21614,-95.23212172,-46
805335,1,0,16,2108.122244,665.2978199,46
805513,1,1,16,1554.840166,913.3069442,-38
808569,1,0,3,1452.299031,885.8316862,-68
810254,1,1,9,1659.471047,1577.879606,-29
817084,1,0,10,2127.024853,1003.437469,-44
818773,1,1,13,1625.647991,1224.190799,-62
819293,1,1,12,1804.879019,849.3754973,-26
825847,1,1,1,1676.528362,1088.394424,-3
826358,0,0,9,1803.970641,747.6722793,23
829005,1,1,3,1523.56457,46.61390777,-51
830579,1,0,8,1745.961734,1081.178109,-44
830766,1,0,2,1848.97277,1497.094232,-12
830896,1,0,6,1572.958752,345.6262284,-88
839134,1,0,1,1301.968056,734.2774487,-56
840635,0,0,21,2252.528256,929.532045,17
842442,0,0,9,1570.441295,683.1720519,26
869542,0,0,5,2013.387838,719.650991,19
654010,1,0,15,484.5563505,0,484.5563505
715911,1,1,16,536.3643756,848.6637968,536.3643756
597630,1,1,15,2083.524358,140.1457678,35
612186,1,1,3,1317.343429,0,-1
613594,1,1,4,1463.305372,0,9
617444,1,0,14,1689.09661,0,0
618245,1,0,6,1269.315586,19.62530628,24
623315,1,0,3,1555.74869,51.22371124,-96
626307,1,0,17,1447.714192,0,-35
630171,1,1,19,1464.744184,111.9019005,-73
634254,1,1,9,1258.805018,118.1681912,-86
635952,1,0,8,1639.6343,180.6054787,-66
650058,1,1,10,1977.284458,119.7752466,-45
650517,0,0,1,1348.286261,93.87669895,33
652016,1,0,5,1802.527877,159.3152896,-83
652427,1,0,7,1335.46518,79.73998279,-43
664224,1,1,7,1355.588537,0,-83
672845,2,0,9,1704.812232,0,43
673271,1,1,1,2130.848452,0,-19
673806,1,1,12,1732.301711,0,4
690504,1,1,10,1400.743562,117.3950409,-37
705033,1,1,10,1532.970646,653.1558716,24
705060,1,0,14,903.2444297,901.7915174,-19
711708,1,0,20,2035.053654,941.0315889,-77
716374,0,0,5,2259.46498,691.2431519,13
716851,2,2,7,1583.018349,762.2704759,3166.036699
720812,1,1,21,1624.98023,914.8080471,-3
742971,1,0,4,1855.786403,1184.095636,-7
752774,0,0,20,1981.685252,958.7260514,35
762997,1,0,19,1966.45388,949.9151111,30
765028,1,1,11,1731.989751,1075.192999,29
766829,0,1,9,1540.047418,543.5169536,12
768140,1,1,13,2034.460747,257.3686923,-70
768412,1,0,8,1735.996113,1037.159007,31
772857,1,0,4,1623.215576,818.4968184,20
777124,1,0,13,1608.558446,788.2201621,-100
777263,1,1,15,1166.986707,1155.04809,15
785585,1,0,1,1529.008916,881.2333499,-18
792024,1,2,18,1740.41181,1732.16364,1740.41181
793106,1,1,10,1637.850203,762.3176733,-67
808541,1,1,14,1198.317043,122.2128288,25
812995,0,1,3,1491.566275,787.2805142,2983.13255
814494,0,0,21,1780.914359,14.95383047,25
816340,1,0,5,1625.259473,1036.065058,-27
818353,0,0,4,1905.436284,1106.006667,34
824738,1,1,14,1575.944843,1074.513039,2
827001,1,1,3,1678.869177,457.5046179,-99
833048,1,1,19,2133.118062,905.3692745,-30
833459,1,0,5,1650.484544,1182.518706,-84
836281,1,0,2,1851.260363,59.81903022,-30
836955,1,1,19,1001.713766,911.8210585,-34
837653,1,1,15,1550.754639,675.0769704,-50
839264,1,0,7,1784.948766,575.5526381,-57
846374,1,0,1,1932.447554,394.8461821,35
849151,1,0,13,1728.906743,192.2785996,24
853671,1,0,9,1509.583703,654.9589849,2
864006,2,1,20,1682.798409,341.8866922,-23
865900,0,0,20,1922.119375,1457.853666,5766.358126
884433,0,0,17,497.8814654,1084.967989,32
629821,0,0,7,492.1032571,186.768887,50
708605,0,1,4,510.7948658,1114.487767,15
585057,0,1,5,1385.34448,163.2170389,4156.033441
825708,0,2,15,527.6387443,283.7570068,1055.277489
604145,0,0,3,496.2603405,0,20
856850,0,0,18,1744.048368,1157.217118,8720.241842
680868,0,0,21,1517.57478,0,33
751188,1,0,19,2141.337027,1136.789509,-43
854520,0,2,20,1097.869184,606.2591521,2195.738368
695349,0,1,11,1722.219729,0,18
623146,0,1,2,1851.63166,151.6001461,36
739234,1,1,20,509.5572001,626.7475113,8
802101,0,1,1,1636.36608,1224.432149,48
655240,0,0,18,2009.541905,0,46
738077,0,0,8,1450.782152,157.8537367,34
869917,0,3,15,2044.582003,-270.3619372,12267.49202
813620,0,0,1,1508.84083,664.2708921,45
814953,0,0,3,1384.005693,968.2574998,2768.011385
736840,1,0,18,1472.278638,1301.441485,1472.278638
819930,0,1,2,1782.383185,1137.330631,40
867007,0,0,15,542.6544461,1598.100622,35
745459,1,2,11,1217.601078,634.436258,1217.601078
690166,0,0,14,1658.768156,97.77750908,35
768449,1,2,18,1296.077886,550.403232,1296.077886
576028,0,3,19,1506.279064,0,4518.837193
709611,0,1,9,1869.453024,1244.222467,36
734480,0,0,16,1579.426815,389.8625719,49
742403,0,0,1,1657.11395,998.297841,8
669144,0,0,16,1358.991054,176.7928907,2717.982108
812418,0,1,22,1467.74949,787.3414034,2935.49898
568854,0,0,14,1832.451516,0,5497.354548
836030,0,0,5,1458.559699,794.9038415,45
845041,0,1,19,1561.678964,1133.12878,3123.357928
